name,neighborhood,address
UNITED AUTO WORKERS HOLDING COMPANY,Greektown,"1010 OLDHAM ST
Baltimore, MD"
UNIVERSAL SOCIAL CLUB,Middle East,"2253 MC ELDERRY ST
Baltimore, MD"
UPPER DECK,Downtown,"34 eutaw st
Baltimore, MD"
V I P CITY  (1833-35),Carrollton Ridge,"1833 PRATT ST
Baltimore, MD"
v.f.w. post 2916,Brooklyn,"601 patapsco ave
Baltimore, MD"
"VACCARO'S ITALIAN PASTRY SHOP, INC.",Little Italy,"222 ALBEMARLE ST
Baltimore, MD"
"VALENTINO'S RESTAURANT,INC",Westfield,"6627 HARFORD RD
Baltimore, MD"
VELLEGGIA'S ITALIAN SEAFOOD RESTAURANT,Little Italy,"204 HIGH ST
Baltimore, MD"
VENICE TAVERN,Highlandtown,"339 CONKLING ST
Baltimore, MD"
"VENUS PIZZERIA, INC.",Guilford,"3713 GREENMOUNT AVE
Baltimore, MD"
VERNELL'S ICE PARADISE,Sandtown-Winchester,"1135 MONROE ST
Baltimore, MD"
"VFW POST #8509  - DONALD CRUMBLE,TRUSTEE",Greenmount West,"335 NORTH AVE
Baltimore, MD"
VIEN BENIDOS LOS CATRACHOS,Greektown,"5101 EASTERN AVE
Baltimore, MD"
VINNY'S  CAFE,Broening Manor,"6212 HOLABIRD AVE
Baltimore, MD"
VISION BAR & TAVERN,Kresson,"110 HAVEN ST
Baltimore, MD"
VITO'S PIZZA,Cedarcroft,"6304 YORK RD
Baltimore, MD"
"VULCAN BLAZERS, INC OF BALTIMORE CITY",Liberty Square,"2811 DRUID PARK DR
Baltimore, MD"
WAGON WHEEL INN,Pulaski Industrial Area,"823 POINT RD
Baltimore, MD"
WALT'S INN,Canton,"3201 O DONNELL ST
Baltimore, MD"
WAVERLY SOCIAL PLEASURE CLUB,Better Waverly,"920 3OTH ST
Baltimore, MD"
WEIDOG,Graceland Park,"6700 GERMAN HILL RD
Baltimore, MD"
WENDY'S,Millhill,"2339 FREDERICK AVE
Baltimore, MD"
WENDY'S,Reisterstown Station,"4200 PATTERSON AVE
Baltimore, MD"
WENDY'S  RESTAURANT,Upton,"901 McCulloh
Baltimore, MD"
WENDY'S #166,Joseph Lee,"6411 EASTERN AVE
Baltimore, MD"
WENDY'S #87,East Baltimore Midway,"2045 HARFORD RD
Baltimore, MD"
WENDY'S OLD FASHIONED HAMBURGERS #96,Homeland,"5615 YORK RD
Baltimore, MD"
WENDY'S RESTAURANT,Grove Park,"4410 NORTHERN PKWY
Baltimore, MD"
WERNER'S RESTAURANT,Downtown,"231 REDWOOD ST
Baltimore, MD"
WESTSIDE INN,Carrollton Ridge,"328 BENTALOU ST
Baltimore, MD"
WHISPERS,Sandtown-Winchester,"1811 BAKER ST
Baltimore, MD"
WHISTLING OYSTER,Fells Point,"807 BROADWAY
Baltimore, MD"
WHITTEN'S  (4502-04),Claremont-Freedom,"4502 ERDMAN AVE
Baltimore, MD"
WHITTEN'S II,Frankford,"5307 BELAIR RD
Baltimore, MD"
WILSON'S,Lauraville,"4537 HARFORD RD
Baltimore, MD"
WINDMILL/ MILOS,Greektown,"4617 EASTERN AVE
Baltimore, MD"
WINKS HILLTOP GRILL,Canton,"834 CONKLING ST
Baltimore, MD"
WINSTON LOUNGE,McElderry Park,"2343 MONUMENT ST
Baltimore, MD"
WOODBERRY KITCHEN,Woodberry,"2010 CLIPPER PARK RD
Baltimore, MD"
WOODEN NICKLE LOUNGE,East Baltimore Midway,"2215 KIRK AVE
Baltimore, MD"
wozi lounge,Guilford,"4515 YORK RD
Baltimore, MD"
WYLIE  LIQUORS (3101-03),Central Park Heights,"3101 WYLIE AVE
Baltimore, MD"
XANADU,Downtown,"10 CALVERT ST
Baltimore, MD"
XS,Mid-Town Belvedere,"1307 CHARLES ST
Baltimore, MD"
YELLOW BOWL CAFÂ,Johnston Square,"1234 GREENMOUNT AVE
Baltimore, MD"
YELLOW BOWL RESTAURANT II,Central Park Heights,"5131 PARK HEIGHTS AVE
Baltimore, MD"
YELLOW DOG TAVERN,Canton,"700 POTOMAC ST
Baltimore, MD"
YETI RESTAURANT & CARRYOUT,Rosebank,"5926 YORK RD
Baltimore, MD"
YORK CLUB TAVERN,Homeland,"5407 YORK RD
Baltimore, MD"
YOUNG'S PLACE,Middle East,"2200 FAYETTE ST
Baltimore, MD"
ZEEBA LOUNGE,Federal Hill,"916 LIGHT ST
Baltimore, MD"
ZEN WEST ROADSIDE CANTINA,Rosebank,"5916 YORK RD
Baltimore, MD"
ZIASCOS,Washington Hill,"1313 PRATT ST
Baltimore, MD"
ZINK'S CAFÂ,Belair-Edison,"3300 LAWNVIEW AVE
Baltimore, MD"
ZISSIMOS BAR,Hampden,"1023 36TH ST
Baltimore, MD"
ZORBAS,Greektown,"4710 EASTERN Ave
Baltimore, MD"
